Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Fox Capital,2020,2019.0,Fintech,Unknown,1762024.73,Jaipur,Digital lending startup,Institutional Investors,1840924.1680256408,2445338.043798118,3355554.996486643,3423534.0445575765,3070268.879681781,4024092.8255253904
Tribe Theory,2020,2017.0,Accomodation,Unknown,1748558.37,Bengaluru,An entrepreneur-focused hostel chain present in multiple locations across the world.,Tim Draper,1761042.329185937,3001949.998186526,3289122.2727826987,3071994.6665506414,3771909.5168271344,4083665.1392446123
Fleetx,2020,2017.0,SaaS,Series A,593255.79,Unknown,Fleet management and predictive analytics platform,Beenext,860504.8204011823,968719.8545448411,1074584.499056682,1199247.8307119578,1155940.4349841275,1397592.4036456014
Embibe,2020,2017.0,Edtech,Unknown,673486.67,Mumbai,It provides AI-based data analytics to personalise learning outcomes,Reliance Industries Limited (RIL),1023412.0088034824,1194165.383522899,1118286.6433102663,1012181.2266142097,1223425.491196102,1665519.5236704939
Entri,2020,2017.0,Edtech,Seed Round,868469.9,Kochi,It is a app that provides different types of learning content in local languages,Good Capital,920117.3596465496,1310785.960495619,1280059.1728963696,1356402.7282889136,1483237.0796701955,1870343.8265994885
Oye! Rickshaw,2020,2017.0,E-mobility,Series A,1869768.84,Unknown,App-based electric rickshaw hailing service,Chiratae Ventures,1965585.6975179464,3328416.271225696,2769723.7821841706,3431724.235967351,4009975.323557861,3426519.852501734
Seal Professional,2020,2012.0,Edtech,Pre series A,1350323.89,Bengaluru,Trains students in managemnt and leadership skills and also helps in placement,Equanimity Ventures,1562391.512971542,2499096.355528702,2103969.0437190994,2158419.2424373142,2289482.364049377,2721815.063267829
Sprinng Foods,2020,2017.0,Food,Unknown,658471.4,Mumbai,Provides Gluten-free food,"Mistletoe, Info Edge Asia",748594.6459615562,1035518.7190176981,1065326.6895744032,1089008.9127893734,1332294.5911990178,1537710.3409126797
1MG,2020,2015.0,Healthtech,Unknown,1729154.79,Gurugram,Online pharmacy,Bill & Melinda Gates Foundation,2802092.805893648,3236276.4355935077,3206384.295521527,3238529.902167129,3203093.1206315183,3670883.270187734
Aagey,2020,2017.0,Fintech,Unknown,1749140.7,Bengaluru,Provides financial assistance to MSMEs,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",2272434.1206708797,2524659.588138838,2896105.2160593015,3031322.8227361613,3834791.0460889917,3200527.861627473
Doubtnut,2020,2017.0,Edtech,Series A,1470369.61,Gurugram,Multi-lingual digital solutions platform for students,Tencent,2260356.1707862434,2238012.968687276,2093920.8127673427,2749143.2130919737,2711140.531936567,3480564.149648605
AdonMo,2020,2017.0,Ad-tech,Unknown,584729.19,Bengaluru,It is an online and outdoor advertising company,Ant Financial,642987.3930546931,1032269.7693124639,871101.7841890203,1201240.0907096968,961159.533611806,1423146.6945732366
RACEnergy,2020,2018.0,E-mobility,Seed Round,1848021.3,Unknown,It builds electric vehicles and supporting infrastructure,"GrowX ventures, Prophetic Ventures",3133920.1396184396,2476442.0901928116,3188987.3149470803,3168146.7304856344,3794209.3199519143,3664730.153448152
BharatPe,2020,2018.0,Fintech,Unknown,1749401.54,New Delhi,Digital payments platform,Coatue Management,2881426.4737522868,2404682.4888919564,2569369.1532395543,3241344.3807429112,3682094.6940734256,4210648.796114268
Kisan Network,2020,2015.0,Agritech,Seed Round,1777440.81,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,Atsushi Taira,2872827.1399586815,2333462.8347253436,3290857.9067384023,3209010.4039317775,3272455.8249564026,3798294.1363459392
Vogo,2020,2016.0,Automotive,Series C,918242.3,Bengaluru,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Lightstone Aspada,1340377.4563365448,1272319.793574713,1447987.3332931884,1741734.0089309148,1734223.6280502242,2285516.6208941303
Yolo,2020,2019.0,Transport,Seed Round,659264.33,Gurugram,Intercity transportation startup,Undisclosed,881838.4259467509,1126429.628030824,1079024.3517281527,993099.5929325408,1248122.366462477,1320372.1099294783
Unotech,2020,2011.0,SaaS,Unknown,704682.83,Mumbai,It develops fully-customisable open source software,Manish Choksi,781803.3718203612,1152376.5571709047,1273898.6984994768,1381163.8604497176,1448319.9613595505,1466643.5949697054
Zetwerk,2020,2018.0,Marketplace,Unknown,839469.83,Bengaluru,B2B marketplace that connects manufacturing companies for industrial equipements,InnoVen capital,1142588.5323052693,1576555.3827870043,1542970.3941621976,1455915.7098054672,1634400.2699201975,1788728.7657605729
CureSkin,2020,2017.0,Healthtech,Unknown,1470295.86,Bengaluru,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,SenseAI Ventures,1945065.948515493,2228723.510307768,2776733.7388693118,2734059.006333423,2618225.989089149,3447783.490043733
WizKlub,2020,2018.0,Edtech,Seed Funding,882005.42,Bengaluru,Helps students solve problems at complex level,Incubate Fund India,1386186.4843810822,1653216.7415503145,1761338.840664712,1582974.988369038,1474065.8357288982,1909947.010374571
Interviewbit,2020,2014.0,Edtech,Series A,1692629.61,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",2507593.228601182,2449199.8588409955,2415474.93778676,2823979.6626113756,3659684.81913157,3511341.043811597
MoneyTap,2020,2016.0,Fintech,Series B,1227812.8,Unknown,App-based consumer credit line that gives customers access to credit on tap.,"Aquiline Technology Growth (ATG), RTP Global, Sequoia India",1710693.3606095097,1629639.792706986,2360784.644373218,2473668.331035658,2498401.7481283084,2558899.782712502
Uniplatform Tech,2020,2015.0,SaaS,Unknown,1336625.77,New Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,"Frontline Strategy Finds, SucSEED Venture Partners LLP",1919895.167301152,1819938.802129006,2335564.155569247,2585358.7333053416,2484367.9564065817,2599483.544000874
INdwealth,2020,2017.0,Fintech,Series C,764947.15,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,"Tiger Global, Steadview Capital, DF International Private Partners",1134283.5807928916,1051927.4260012729,1523687.3720696417,1447158.870767654,1372877.9050295742,1720907.8018157764
Bizongo,2020,2015.0,Marketplace,Series C,965725.69,Mumbai,A B2B marketplace for packaging materials,Schroder Adveq,984134.6509183018,1469196.3318873977,1885674.2652190134,1601419.0166239976,2002956.5148970434,2314837.262559225
AppsFlyer,2020,2011.0,SaaS,Series D,1184804.47,Bengaluru,Mobile marketing analytics and attribution platform,General Atlantic,1525184.1934993404,1992727.0444735482,2260327.6635119845,2155643.2631372768,2399880.299625812,2739618.0802909937
Digit Insurance,2020,2017.0,Insurtech,Unknown,1700259.84,Bengaluru,General Insurance Company,"A91 Partners, Faering Capital, TVS Capital",2325123.342728112,2694719.892063783,3059577.109041348,3194749.913437274,2989615.918432588,3347678.585158156
Livspace,2020,2014.0,Interior Design,Series D,1600437.84,Bengaluru,It offers end-to-end home design experience for homeowners and home designers,"Tahoe Investment Group, Mercer Investment",2027398.4185470026,2691218.212046226,2456248.15678829,2957009.1913013966,2669857.593818591,3145443.66132783
GetVantage,2020,2017.0,Fintech,Seed Round,1660686.7,Mumbai,Revenue based finance provider,"Samyakth Capital, Venture Catalysts",2595310.522838752,2644581.999916335,2961604.695880409,3480658.1983762607,2974727.358820827,3294830.287299502
Konfinity,2020,2018.0,Edtech,Unknown,1224575.97,Noida,Provides online coding courses,Angel investors,1686015.3335278635,2203679.5059454767,2157510.18391143,2347728.913622898,2147793.123099753,2601041.6503173714
Pine Labs,2020,2017.0,Fintech,Unknown,753872.93,Noida,Retail payment and hardware company,Mastercard,1059326.567379504,1285655.771550392,1496787.616996776,1190319.428988473,1539623.5820434517,1636456.8707771825
Instoried,2020,2017.0,SaaS,Unknown,1737281.83,New Delhi,Augmented writing platform which improves customer interest and engagement.,"SOSV, Chinaccelerator",1994051.30956167,2663884.905625257,3079988.2943961215,3295150.2855363605,3694751.8959165784,4303018.579721929
Nupay,2020,2017.0,Neo-banking,Unknown,1710210.37,Haryana,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Venture Catalysts,2676516.029667934,2271718.7337763384,2429497.036936536,3410188.539935761,3391963.0415222743,3714908.729761846
LogiNext,2020,2017.0,Transport Automation,Series B,1122432.89,Unknown,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Tiger Global, Steadview Capital",1623847.220554032,1871527.4337507696,1653884.007302152,2110796.7216062173,2113823.6682445086,2161901.5234504594
Samosa Singh,2020,2016.0,Food,Series A,1292534.58,Bengaluru,Offers hygienic Indian Snacks,She Capital,1328097.8121535091,2047195.051476801,2567200.618821029,2577801.9114393634,2425131.3476037136,3036777.694080381
Crysta,2020,2018.0,Healthtech,Pre Series A,593532.27,New Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",909311.2732596466,975498.3894134155,991105.5587402725,903590.2546874044,1199267.8404026923,1475391.4588404356
Eupheus Learning,2020,2017.0,Edtech,Series A,1721432.11,New New Delhi,"Provides technology-led, subscription-based learning solutions to schools",Yuj Ventures,2801202.409346192,2368255.719660193,3369726.5688366005,3481314.404909869,3457100.256483959,3926341.811447581
Bounce,2020,2014.0,Automotive and Rentals,Series D,996068.42,Bengaluru,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",1558130.1749733356,1813495.9485880237,1669190.4908846521,1960378.697248459,2153794.9742436395,1906716.5332500397
Park+,2020,2017.0,Techonology,Unknown,1214421.2,Unknown,It is engaged in bringing digitization in parking,"Sequoia Capital, Matrix Partners India",1653146.0975177828,2002233.832362619,1783847.733885951,2031312.3568695758,1961894.7440615545,2332748.708519925
Goodmylk,2020,2017.0,Dairy,Seed Round,527731.0,Bengaluru,Provides Vegan dairy products,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",635439.5375765192,793162.6070045715,766799.9279153047,929768.1885619296,1120890.508179816,1166509.1148633673
SmartKarrot,2020,2019.0,SaaS,Unknown,1873125.78,Unknown,It tracks customers’ real-time digital behaviour,Angel investors,2589132.0407439424,2506695.7766564502,3275707.870400894,3859161.911764519,3930153.233961761,4146010.2455556043
Skylo,2020,2017.0,IoT,Series B,737310.99,Unknown,Provides affordable and ever present network that connects machines or sensors,SoftBank Group,769771.1903776336,1388903.346376846,1317695.5200442087,1308548.4187431326,1244847.6678744743,1451081.2311351357
Tea Trunk,2020,2013.0,Beverage,Unknown,1794380.92,Goa,Global premium tea brand,Angel investors,2394874.7263816916,2732842.7286652965,3119209.069023848,2756520.954972854,3344882.279095434,4177944.0367281074
Zoomcar,2020,2013.0,Transport & Rentals,Series D,967358.23,Bengaluru,A car rental service platform,Sony Innovation Fund,1619139.7699517698,1483447.1371446727,1604213.5871389324,1881894.1454433196,1676935.7388742538,1882868.871066507
Mera Cashier,2020,2019.0,Fintech,Seed Round,1862349.16,Noida,App meant for small and micro businessmen to manage their transactions digitally,"Amit Singal, Manish Aggarwal",1886227.7373230637,3127178.7118044533,3127949.092367619,3714488.182992439,3382651.468058905,3531867.978754854
Samya AI,2020,2019.0,SaaS,Seed Round,1920303.31,Unknown,Revenue growth AI startup in the consumer packed goods (CPG) space,Sequoia India,1987737.2248345397,2984630.6529240506,3632167.6377419736,3822106.38340792,4094894.856729044,4429698.648357599
Kristal AI,2020,2016.0,AI,Series A,1295084.26,Unknown,Provides Algorithm-based financial services,Chiratae Ventures,1883466.907292716,1703450.2209316397,2488830.9445573906,2659639.3910990353,2160196.718372116,3114855.059194492
Invento Robotics,2020,2017.0,AI Robotics,Seed Round,587930.8,Unknown,Known for Mitra Series of Robots,"Windrose Capital, ITI Growth Opportunities Venture Fund",818345.074552475,1083088.2214886793,986703.110090299,1212004.7187682358,1022648.6137020801,1295395.3208411972
Zimyo,2020,2018.0,HR tech,Unknown,1523263.62,Gurugram,Automates everyday HR processes with integrated solutions,Yatra Angel Network (YAN),2297426.5299417563,2760543.6577143646,2400128.3592271777,2740849.4110874706,3045113.116625283,2915067.4324799576
Sabse Sasta Dukaan,2020,2016.0,Pharmaceutical,Unknown,1152012.01,Kolkata,Online pharmacy dealing in medicines,Angel investors,1373799.7923598555,1959015.2259782162,1697716.1990267108,2191398.2645164775,2422623.6074545183,2570647.1289751427
Fitphilia,2020,2017.0,Healthtech,Unknown,880005.84,Mumbai,Provides IoT-enabled treadmill,Angel investors,1213802.471447576,1485518.8922275181,1565858.293954186,1795867.6291942527,1578677.852208656,1956960.6294644955
Medicus,2020,2017.0,Healthtech,Unknown,1725224.41,Mumbai,AI-based platform that explains and interprets blood tests and medical reports,Angel investors,2565557.2674383824,2742806.5817560274,2605548.375441704,3044349.40266749,2864448.9962541303,3354489.6058938894
Monech,2020,2017.0,Fintech,Seed Round,1167150.21,Mumbai,Automated platform which will help users to take their financial decisions,Angel investors,1493655.4225959224,1612687.9847207111,1651331.3340089447,2253880.292334171,1970966.319963989,2599495.611742036
Teach Us,2020,2017.0,Edtech,Seed Round,681192.72,Unknown,Educational portal which enables the students to access information related to education at one common platform,Angel investors,964493.0447095222,965841.928516656,1150419.3994273345,1325053.3352199625,1221876.2638361177,1604297.4582762201
Dealberg,2020,2017.0,B2B marketplace,Unknown,578340.45,Bengaluru,Deals in office supplies,Undisclosed,940146.1103046365,920781.4465007589,914048.3729771202,889053.6839484762,1022596.0979005309,1042362.1648300455
Phenom People,2020,2010.0,HR tech,Series C,706249.24,Unknown,It redefines the means to search for a job and recruit top talent,WestBridge Capital,920151.8324256103,1089730.4265828491,1277241.7632372773,1394994.997307305,1323177.752220169,1595823.7620510785
Extra Edge,2020,2017.0,Edtech,Pre Series A,1418430.76,Pune,Admission Marketing Automation software for the education industry,"Sprout Venture Partners, Indian Angel Network",1632236.7968724046,2217494.4598772163,2719135.900254457,2618619.3116489905,2661573.591110627,3531919.1329321153
Capital Quotient,2020,2016.0,Fintech,Unknown,747026.02,Bengaluru,Investment advisor,Undisclosed,1120463.8880836552,1400355.006426165,1066849.4237144643,1343311.3422802733,1334810.3807766684,1423224.3500059922
Karfa,2020,2017.0,Ecommerce,Seed Round,1456506.85,New Delhi,It sells products crafted by artisans,Undisclosed,1975911.8300513846,2382807.5482496717,2696893.0058564735,3029409.5857512304,3035985.5113816303,3081331.5226309025
Gamerji,2020,2019.0,Gaming,Unknown,708725.2,Unknown,Esports tournament platform,La Gajjar Group,1137063.986055948,1055641.804306989,1133906.1215661287,1195739.3899449909,1177731.1459225027,1700456.3198871128
Bounce,2020,2014.0,Automotive and Rentals,Series D,693544.88,Bengaluru,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",1066717.72312894,935711.7662895339,1194566.3284360995,1202622.6986980338,1426849.0035102717,1541298.7929960964
Zinier,2020,2015.0,Automation,Series C,1178283.43,Bengaluru,Provides intelligent field service automation,ICONIQ Capital,1329793.1819505524,1607233.3031195845,1894784.1773392952,2360354.8119722386,2209989.9423414236,2678067.159459007
ProEves,2020,2016.0,Preschool Daycare,Seed Round,1975349.89,New Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",1Crowd,2102069.2091512727,2656917.4888644153,3012003.5791392606,3436872.6275101826,4136630.4251492727,4190670.542826031
Toddle,2020,2017.0,Unknown,Unknown,1891011.42,Bengaluru,Collaboration and productivity platform for teachers across the world,Matrix Partners India,2065267.828662284,3058328.988678141,3765706.6956125177,3700269.396893273,3296848.2383460556,4098218.5392301013
Aesthetic Nutrition,2020,2018.0,Food diet,Pre Series A,1423105.91,Unknown,Markets and sells chewable dietary supplements,DSG Consumer Partners,1623476.7565488478,2412398.210447787,2139805.6427538684,2696333.655160435,3097875.0834065564,2681564.4609200633
Capital Float,2020,2013.0,Fintech,Unknown,1389792.6,Bengaluru,Digital lending,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",2283849.5624889503,2249314.1373813264,2702479.3550918694,2904326.784783415,2857894.3766321787,3059219.86285264
TechnifyBiz,2020,2017.0,B2B Agritech,Seed Round,1626155.95,Unknown,Online marketplace for non-perishable food items,"Omnivore, Insitor Impact Asia Fund",2496221.3250373057,2784674.155492458,2663733.4988934565,2770942.6598626575,3103258.1282522636,3455139.2605727618
Wysh,2020,2019.0,E-connect,Series A,1459190.74,Hyderabad,Celebrity engagement and wishing platform,Kalaari Capital,2323835.8256591917,2229627.0458846274,2383475.605271689,2437957.613975175,2559798.7814605217,3114431.730634941
Keito,2020,2016.0,AI,Seed Round,1439318.25,Pune,Enterprise productivity startup,Suma Soft Pvt Ltd,1709285.3302136455,2254121.601175785,2606477.7219813797,2993861.261974924,3153847.5556179425,3089916.625596248
Klub,2020,2019.0,Fintech,Pre seed round,771758.69,Unknown,Provides growth financing to high-affinity brands,Sequoia Surge,866309.1369054063,1110325.326709396,1458418.0144956936,1485512.072444354,1621231.5175779948,1855010.260239332
Aadhar,2020,2017.0,Ecommerce,Seed Round,1284389.84,Mumbai,Ayurveda wellness and lifestyle consumer brand,"Sprout Venture Partners, JITO Angel Network, LetsVenture",1920005.3871790182,2347873.4881831687,2556911.2418366014,2082843.957826765,2389388.710117369,2346363.2699103393
IncubateHub,2020,2017.0,Tech hub,Unknown,1167143.95,Bengaluru,Provides platform for Corporates to connect establish brand presence among innovation community,Venture Catalysts,1336564.207751156,2152521.745666339,1915498.7038187145,1992838.4276528067,2490583.3538034973,2277766.7996556684
Rage Coffee,2020,2017.0,FMCG,Unknown,1277831.47,New Delhi,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Refex Capital,1791500.8562293064,2065046.6290854206,2190900.5896059447,2561414.99421982,2371998.091268448,2961577.295966205
Skilancer,2020,2017.0,Technology,Unknown,1984221.56,Noida,Solar module cleaning system [MCS] providers,Venture Catalysts,2336233.694350122,2908937.340047026,3682697.2065094593,3682567.3654535203,4051234.467105187,4929882.99954057
Harappa Education,2020,2017.0,Edtech,Unknown,1354551.26,New New Delhi,Provides online courses on foundational skills,James Murdoch-led Lupa Systems,1946050.8189875865,2250708.733140843,2482736.83599113,2632195.020922734,2967475.4656408154,2836921.7557991114
Rheo,2020,2017.0,Entertainment,Unknown,695939.58,Unknown,Online e-sports streaming and community platform,"Lightspeed Venture Partners, Sequoia Surge",749325.3259283124,1202779.9686807927,978059.2366410452,1403170.0197537963,1276557.4126272388,1524164.2005439114
Axio Biosolutions,2020,2017.0,Medtech,Series B,880149.02,Bengaluru,Medical device manufacturer,Omidyar Network India,1061763.823426788,1511765.0575650649,1408052.2750251733,1600907.1333773376,1870796.354796205,1980179.8099949283
Techbooze,2020,2017.0,Consultancy,Series A,806831.66,Unknown,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Space Capital,1303355.5817753437,1449710.8795302524,1609786.7503578234,1604374.819895677,1730318.0399681886,1758748.138274312
PayMart,2020,2015.0,Fintech,Unknown,1170724.79,Chandigarh,Provides cardless cash withdrawals through small merchants shops,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",1726241.5826462358,1976921.8997135493,1719834.0471756642,2420135.1351099447,1944111.6788140573,2698049.478299365
Testbook,2020,2017.0,Edtech,Series B,1269769.31,Unknown,Helps students prepare online for competitive exams,Iron Pillar,1505213.0930803698,1686047.6048368192,2268093.3179174364,2050368.8597044135,2512451.177078453,2437397.8648254746
FabAlley,2020,2012.0,Ecommerce,Unknown,1963705.65,Noida,Online fashion store,Trifecta Capital,2311912.3608827065,2653336.462721697,2828160.1409333725,2952139.6188186808,3996489.6684960695,4139073.262198227
HaikuJAM,2020,2017.0,Unknown,Unknown,669962.23,Unknown,Creative writing mobile platform,"Lightbox. Social Capital, Dunce Capital",952841.7916318706,1179615.2228199951,1262901.7696304878,1039194.2514369328,1355081.2555219824,1543855.002963911
Mamaearth,2020,2017.0,Ecommerce,Series A,953055.69,Unknown,Online baby and mother care brand,Sequoia India,1470413.239100904,1775720.001176209,1365771.8490864898,1768262.591413539,1896189.7177171835,2163179.265299635
Rentomojo,2020,2014.0,Rental,Unknown,1883024.46,Unknown,"Furniture, electronics, and appliance-centric consumer leasing platform",GMO Payment Gateway,1887860.5603346473,2874659.338904632,2876143.2284714496,3477675.762723598,3097913.78520635,4343142.107569926
Zomato,2020,2017.0,Foodtech,Unknown,1446964.1,Unknown,Online food delivery and restaurant discovery platform,Ant Financial,1795313.9999397919,2596652.8573757024,2538469.773717476,2919091.4097752892,2329546.136153461,3259438.9512073128
Byju’s,2020,2014.0,Edtech,Unknown,1843890.24,Unknown,Provides online learning classes,Tiger Global,1883519.2679528636,2802644.949882842,2703845.4422495356,3379417.9729648707,3414223.2049479987,4153206.547276463
Generico,2020,2017.0,Pharmacy,Unknown,1728906.92,Mumbai,Generic medicine focussed retail chain,Alteria Capital,2216990.169163751,2624502.3888746183,2469918.850938986,2903640.9559162073,3617477.1846047724,3668255.7672798936
HighRadius,2020,2016.0,SaaS,Series B,1845354.92,Hyderabad,"An AI-based platform, to automate accounts receivables and treasury processes.",ICONIQ Capital,2968786.6949305045,2412180.5763239893,2605816.5486619985,3019251.9066491076,3236294.953811767,3746805.48569559
Chai Kings,2020,2017.0,Beverage,Unknown,957107.7,Chennai,It offers a range of tea in various flavour,The Chennai Angels (TCA),1232012.4521689657,1379754.5723778128,1809793.5190520496,1902307.7730695654,1773428.6293473942,1858047.8448214151
Rivigo,2020,2014.0,Logistics,Series F,1601101.12,Gurugram,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Trifecta Capital,2537487.521245539,2471269.437163466,2685486.3901692857,3010221.6894013654,2748138.60470527,3656399.3834996875
BuildPan,2020,2019.0,SaaS,Seed Round,1034761.14,Indore,"It helps developers to test, integrate and deploy apps","HNIs in India, Japan, and the US",1315807.3958143748,1478063.034472361,1461719.019669698,2150874.968288555,2231606.9133431204,2266971.3228847985
Shiksha,2020,2008.0,Edtech,Unknown,1562364.73,Unknown,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Mumbai Angels Network,1733362.3733045212,2643550.3282820303,2444906.1566129527,2774461.771778337,3334251.1635441957,2909452.5792709887
Super Surfaces,2020,2017.0,Deisgning,Series A,1083271.45,Hyderabad,A design solution based company,Vishnu Reddy,1417586.434246429,1589600.87962283,2048346.4327318878,2042270.914622424,1963489.8877441024,2139701.551082747
Quicko,2020,2017.0,Taxation,Unknown,1888006.85,Ahmedabad,Online tax planning and filing platform,"Zerodha fintech fund, Rainmatter",2462280.3443520074,3127935.107116614,2788838.6911400557,3747971.1111726263,3758384.490457059,3580737.1760077975
Satin Creditcare,2020,2017.0,Fintech,Unknown,913139.81,Gurugram,A micro finance company,Austrian Bank,1350209.015841349,1551419.895013403,1569743.0305159132,1515878.9526480795,1995874.5155083155,2006955.574260703
XpressBees,2020,2015.0,Logistics,Unknown,525310.88,Unknown,Provides end to end supply chain solutions,Alibaba,725095.461290297,877678.5302818211,1028008.2193279965,887641.9568099669,853348.5706131692,1171463.3897287075
FarmERP,2020,2001.0,Agritech,Series A,1437016.46,Pune,Smart agriculture management ERP software platform,TechnoGen,1722134.8542012235,2722835.3369235876,2506766.553004206,2524432.6789365136,2812690.907884346,3518632.432885828
Wealth Bucket,2020,2018.0,Fintech,Unknown,1128268.81,Unknown,An online platform for mutual fund investments,"NorthStar, Vinod Khatumal",1388353.1068992196,1810491.4818694668,2240115.2343716933,2108745.82829732,2167556.7342346315,2545590.6563977157
GoMechanic,2020,2016.0,Automobile Technology,Series B,834691.58,New Delhi,Find automobile repair and maintenance service providers,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",1197527.6248215851,1224747.6254034557,1245272.7593498386,1709688.9426411118,1754747.5337332413,1695137.3960731905
Fashor,2020,2017.0,Fashion,Pre Series A,875021.43,Chennai,Women’s fashion and apparel,Sprout venture partners,1414448.9369865858,1628365.454300424,1721574.8902241357,1554655.9454283514,1743534.3291840693,1983615.2032728598
Leverage Edu,2020,2017.0,Edtech,Unknown,759599.52,New Delhi,AI enabled marketplace that provides career guidance,"DSG Consumer Partners, Blume Ventures",1237025.3556417152,1025287.8425394759,1113754.4741300484,1276627.926770905,1453066.6436359899,1732555.3816929294
EpiFi,2020,2017.0,Fintech,Seed Round,1590574.64,Unknown,It offers customers with a single interface for all their financial and banking mandates,"Sequoia India, Ribbit Capital",2015036.36680095,2866257.076290741,3066110.4782402515,3058476.502397655,3210772.7774108737,3029470.2451984473
Purplle,2020,2012.0,Cosmetics,Unknown,1711207.05,Mumbai,Online makeup and beauty products retailer,Verlinvest,2574249.38346184,2652889.265545763,2581171.152111555,2797141.482912168,3013409.3252704614,3863910.210464407
Shuttl,2020,2015.0,Transport,Series C,1811400.2,New Delhi,App based bus aggregator serice,SIG Global India Fund LLP.,2383051.351119601,2658870.3224332025,3283001.7016046275,3007527.672183418,2936601.9652061155,4060898.940205794
Unbox Robotics,2021,2020.0,AI startup,Pre-series A,839155.39,Bengaluru,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","BEENEXT, Entrepreneur First",1278253.3741528469,1462131.677221174,1375991.862523423,1637478.9609102285,1463249.1741833233,1710237.6739766204
upGrad,2021,2020.0,EdTech,Unknown,1943088.21,Mumbai,UpGrad is an online higher education platform.,"Unilazer Ventures, IIFL Asset Management",2774571.4057020466,2598601.1726915296,3554696.8795544086,2926759.7371660206,4167097.2135314196,3897610.79093347
Lead School,2021,2015.0,EdTech,Series D,633841.81,Mumbai,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"GSV Ventures, Westbridge Capital",963989.4697614557,988231.9536928189,1112213.2526178504,1202503.6299645964,1227705.232693297,1203858.7634408318
Bizongo,2021,2016.0,B2B E-commerce,Series C,1043893.58,Mumbai,Bizongo is a business-to-business online marketplace for packaging products.,"CDC Group, IDG Capital",1284126.9307250883,1790024.5237646776,2084752.5224789467,1803624.4041809964,1773853.4117774356,2297315.612789634
FypMoney,2021,2016.0,FinTech,Seed,1493008.27,Gurugram,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.","Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2037211.2533640491,2107328.875410225,2294059.2406274728,2684717.248448809,3243215.3499741307,2955270.4161239862
Urban Company,2021,2014.0,Home services,Unknown,1095728.77,New New Delhi,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",Vy Capital,1733565.5645685613,1625949.4242447314,2000350.9588503996,1932514.5724883445,2016522.2845604294,2348504.5147307427
Comofi Medtech,2021,2016.0,HealthTech,Unknown,1617335.04,Bengaluru,Comofi Medtech is a healthcare robotics startup.,"CIIE.CO, KIIT-TBI",2576359.0105711664,2375625.0073268446,2413650.671776479,3098716.0919638444,3383077.1724088737,3536799.3203921006
Qube Health,2021,2015.0,HealthTech,Pre-series A,1861858.62,Mumbai,India's Most Respected Workplace Healthcare Management Company,Inflection Point Ventures,2838814.861836328,3166062.071799403,3354214.959096314,2859530.0683294055,3538902.3967117355,3927935.8019485874
Vitra.ai,2021,2012.0,Tech Startup,Unknown,641930.93,Bengaluru,Vitra.ai is an AI-based video translation platform,Inflexor Ventures,1033945.628788088,1198346.93054155,1053744.1244510657,1239831.089760671,1395684.9330540218,1212804.7302444545
Taikee,2021,2015.0,E-commerce,Unknown,1520397.39,Mumbai,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",Unknown,2436882.2239425546,2067501.8778479253,2798415.0995515455,2433990.4965668456,2601731.316451505,3800284.297214941
