Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Revenue,Location,About Company,Investors
ApnaKlub,2021,2021.0,E-commerce,Pre-series A,323398839173535.44,1112811401811464.8,Bengaluru,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Blume Ventures, Whiteboard Capital"
LegalPay,2021,2014.0,FinTech,Unknown,323398839173535.44,779175011077399.0,New Delhi,A tech focused B2B litigation finance company in India.,Ashwini Kakkar. 9Unicorns
Lavado,2021,2020.0,Consumer service,Unknown,323398839173535.44,801565963866078.5,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Ashish Shah
Navars,2021,2021.0,EdTech,Unknown,323398839173535.44,877077933424859.9,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",Faad Network
GoBolt,2021,2017.0,Logistics,Series B,235294.12,796043.998614751,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Paragon Partners, Aavishkaar Capital"
Loco,2021,2020.0,Gaming,Seed,105882.35,443158.01284750100,Bengaluru,Loco is India's leading live game streaming app.,"Krafton, Lumikai"
Auric,2021,2016.0,HealthCare,Pre-series A,23529.41,35689.16799138290,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,Venture Catalysts
Edmingle,2021,2011.0,EdTech,Unknown,3529.41,6204.267191094550,Bengaluru,Edmingle is a platform for all educators who want to launch their courses and sell them online.,"Indovation Fund, Mumbai Angels"
Slice,2021,2011.0,FinTech,Unknown,235294.12,577131.493695736,Bengaluru,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.","Gunosy, Blume Ventures"
Humit,2021,2020.0,Music,Pre-seed,323398839173535.44,1522461385427796.2,Bengaluru,Humit is a social networking app for music sharing and discovery.,Antler India
Airblack,2021,2021.0,IT startup,Series A,61176.47,164886.68721245600,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,"Edge Ventures, Elevation Capital"
NIRAMAI,2021,2013.0,HealthCare,Unknown,323398839173535.44,1455889073159412.2,Bengaluru,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",CDC Group
Intervue,2021,2019.0,SaaS startup,Seed,323398839173535.44,792915628130707.1,New Delhi,World's fastest collaborative environment to take tech interviews.,"Titan Capital, Kunal Shah"
Nestroots,2021,2017.0,Fashion,Seed,1176.47,4383.0622639354800,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",We Founder Circle
Detect Technologies,2021,2016.0,Automation,Unknown,141176.47,626194.3929437660,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,"Accel Partners, Elevation Capital"
CredR,2021,2021.0,Automotive,Unknown,76470.59,347301.20661858300,Bengaluru,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,2021,2021.0,Solar,Unknown,1470588.24,6032259.008279120,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.","Norfund, The Rise Fund"
TABLT,2021,2021.0,HealthCare,Seies A,35294.12,152026.17804389100,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,Siti Cable
Hesa,2021,2015.0,IT startup,Seed,23529.41,39726.46435993980,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,"Venture Catalysts, 9unicorns"
Powerhouse91,2021,2009.0,Consumer goods,Seed,323398839173535.44,1534333405090412.5,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",Crossbeam Venture Partners
Nalanda Learning,2021,2020.0,EdTech,Unknown,58823.53,254972.57778336000,Kolkata,India's 1st Online Preschool with Blended Learning Model,Aavishkaar Capital
Chargeup,2021,2020.0,Renewable Energy,Pre-series A,323398839173535.44,720965079557102.5,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",Mapmyindia
Knackit,2021,2020.0,IT startup,Unknown,1176.47,1772.943000264700,Bengaluru,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,Jyoti Bansal
Treebo Hotels,2021,2019.0,Hospitality,Series D,188235.29,768083.7714243440,Bengaluru,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,Accor
Raptee Energy,2021,2006.0,Automotive,Unknown,8235.29,32651.060358357400,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,Unknown
Meddo,2021,2019.0,HealthCare,Unknown,70588.24,349902.23244903200,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,2021,2019.0,Pet care,Pre-series A,30588.24,149388.52064684800,Bengaluru,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Saama Capital, DSG Consumer Partners"
SkilloVilla,2021,2015.0,EdTech,Seed,3529.41,6422.056740938160,Bengaluru,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,Titan Capital
Cancer Clinics,2021,2021.0,HealthCare,Pre-series A,17647.06,36202.88098001950,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",Axilor
Velocity,2021,2021.0,FinTech,Seed,15294.12,43416.687248484500,Bengaluru,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,Valar Ventures
Happy Jars,2021,2021.0,Food & Beverages,Seed,4705.88,7217.162133117830,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",Inflection Point Ventures
Inshorts,2021,2019.0,Media,Unknown,470588.24,2269698.731915830,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,"Addition, SIG Global India Fund"
ExtraaEdge,2021,2017.0,MarTech,Pre-series A,11764.71,54884.04543615820,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,2021,2015.0,Tech Startup,Seed,14705.88,59679.7560083244,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,Alfa Ventures
Voiro,2021,2014.0,Advertisement,Pre-series A,21176.47,63080.31410712910,Bengaluru,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1Crowd
Dream Sports,2021,2017.0,Gaming,Unknown,4705882.35,19468513.807181000,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.","TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,2021,2014.0,AgriTech,Unknown,588235.29,1894109.8379469900,New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,BanyanTree Finance Pvt. Ltd.
Instoried,2021,2018.0,Content creation,Unknown,323398839173535.44,615121828221561.1,Bengaluru,Instoried is an augmented writing platform which improves customer interest and engagement.,"EXPERT DOJO, Mumbai Angels"
Rupifi,2021,2020.0,FinTech,Pre-series A,48235.29,120846.18392613000,Bengaluru,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,Quona Capital
Moneyboxx,2021,2015.0,FinTech,Debt,35294.12,96240.87793355460,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,"Ashv Finance, BlackSoil Capital"
CityMall,2021,2020.0,E-commerce,Series A,129411.76,311877.5577410710,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"WaterBridge Ventures, SAIF Partners"
Janani,2021,2019.0,Heathcare,Seed,11764.71,19865.760116568200,Bengaluru,Janani.ai is a fertility care provider.,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,2021,2019.0,AgriTech,Seed,20000.0,86181.21680261030,Bengaluru,India's 1st award winning technology led digital ecosystem for Silk,"Omnivore, Strive Ventures"
Bombay Shaving Company,2021,2008.0,Lifestyle,Unknown,23529.41,86919.40200147830,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Rajesh Sud, KULDEEP JAIN"
DotPe,2021,2015.0,FinTech,Series A,317647.06,806675.5886034350,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"PayU, Google"
Homingos,2021,2014.0,Augmented reality,Unknown,323398839173535.44,1384451198956438.2,Bengaluru,Homingos is an Augmented reality (AR)-based social networking platform.,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,2021,2015.0,Tech Startup,Unknown,323398839173535.44,1330772696327744.0,Mumbai,Anar is a communications and networking platform for businesses around the world.,"Titan Capital, First Cheque"
Five Star Finance,2021,2020.0,FinTech,Unknown,2752941.18,6406381.67283512,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,"TPG Capital Asia, Epiq Capital"
Settlrs,2021,2016.0,Rental space,Pre-series A,323398839173535.44,865352864755334.8,Bengaluru,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",MaGEHold Pte. Ltd.
BYJU'S,2021,2014.0,EdTech,Series F,5411764.71,10584509.18722040,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"BlackRock, Owl Ventures"
Annapurna Finance,2021,2020.0,FinTech,Unknown,352941.18,1211874.938090260,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,2021,2019.0,HealthCare,Series B,158823.53,361532.8673044920,Bengaluru,HealthPlix is a healthtech startup,"JSW Ventures, Kalaari Capital"
Masai School,2021,2020.0,EdTech,Series A,58823.53,158484.34535383300,Bengaluru,Masai School is a job-oriented software training services.,"Unitus Ventures, Omidyar Network India"
Bewakoof,2021,2016.0,D2C Fashion,Unknown,47058.82,213754.76459035600,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.","IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,2021,2020.0,FinTech,Unknown,60000.0,106393.65084435700,New Delhi,IndiaLends is a digital lending and borrowing marketplace.,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,2021,2020.0,BioTechnology,Series B,2294117.65,9027181.607442870,Bengaluru,Stelis Biopharma is a vertically integrated biopharmaceutical company.,"RouteOne, Mankekar Family Office"
Tilt,2021,2017.0,Bike Rental,Unknown,1470.59,6013.963502495530,Bengaluru,A bike-share for Indian campuses,Y Combinator
NeoDove,2021,2008.0,AI startup,Seed,176470.59,878768.9861185550,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",India Quotient
Zaara Biotech,2021,2016.0,BioTechnology,Unknown,117647.06,220904.43942587000,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,TCN International Commerce
KreditBee,2021,2011.0,FinTech,Seed,882352.94,1948676.928393600,Bengaluru,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Alpine Capital, PremjiInvest"
True Balance,2021,2021.0,FinTech,Debt,117647.06,359438.1304798830,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,2021,2015.0,FinTech,Seed,11764.71,30115.821436674700,Bengaluru,Youth Neobank enabling financial solutions for the teenagers and young people,Unknown
Purplle,2021,2014.0,Beauty products,Unknown,529411.76,1969523.6098285300,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Spring Marketing Capital, Verlinvest"
FloBiz,2021,2005.0,Tech Startup,Series A,117647.06,460166.80782580000,Bengaluru,India’s first neobusiness platform,Elevation Capital
Jeevam Health,2021,2021.0,Health care,Pre-seed,17647.06,41254.6516584995,New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,Y Combinator
NewLink Group,2021,2011.0,Tech Startup,Unknown,2352941.18,10802805.13323970,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,Bain Capital
OZiva,2021,2007.0,Heathcare,Series B,141176.47,343435.69706333700,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,"F-Prime Capital, Eight Roads Ventures India"
Blive,2021,2017.0,Tourism,Pre-series A,11764.71,34899.08231035830,Panaji,B: Live is an electric vehicle tourism startup.,"Mumbai Angels, DNA Entertainment Networks"
Nazara Technologies,2021,2020.0,Gaming,Unknown,352941.18,1128779.8929386200,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.","Hornbill Capital Advisers, Plutus Wealth Management"
Euler Motors,2021,2020.0,Automotive,Series A,30588.24,148381.8516699550,New Delhi,Electric Light Commercial Vehicle,"ADB Ventures, Jetty Ventures"
Pixxel,2021,2006.0,SpaceTech,Seed,85882.35,275391.8225009660,Bengaluru,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Techstars, Ryan Johnson"
Prescinto,2021,2011.0,Solar,Seed,41176.47,140641.89813900500,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,2021,2017.0,Beauty products,Series C,235294.12,767257.0259594120,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,Bessemer Venture Partners
Chirrup,2021,2018.0,Gaming,Pre-seed,3529.41,5744.0101193102500,Bengaluru,Video integrated social-gaming platform,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,2021,2021.0,Insurance,Unknown,882352.94,2736755.676414820,Gurugram,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,2021,2020.0,Rental space,Unknown,58823.53,145308.7503809090,Bengaluru,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",Angel investors
Juicy Chemistry,2021,2011.0,HealthCare,Series A,74117.65,285302.54316852000,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,Akya Ventures
Svasti Microfinance,2021,2020.0,FinTech,Unknown,47058.82,148910.35849494300,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,2021,2014.0,Consulting,Unknown,23529.41,84702.05733191900,New Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,Titan Capital
Wysa,2021,2018.0,AI startup,Unknown,323398839173535.44,1400514623803192.5,Bengaluru,Wysa is an AI conversational agent that has been shown to help improve mental health,"Kae Capital, Pi Ventures"
Ankur capital,2021,2018.0,FinTech,Unknown,470588.24,719380.849801034,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,Unknown
Indifi,2021,2017.0,FinTech,Debt,58823.53,116174.04357672100,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,"Elevar Equity, Accel India"
Firmway,2021,2014.0,FinTech,Pre-seed,323398839173535.44,792680668783787.9,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,Unknown
Say Cheese,2021,2018.0,FemTech,Seed,11764.71,17896.892669870900,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",Unknown
Indic Inspirations,2021,2018.0,Cultural,Unknown,3529.41,11378.384764661700,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",Marquee investors
Bimaplan,2021,2019.0,FinTech,Seed,5882.35,25980.302100495400,Mumbai,Affordable insurance for the next billion Indians,"Titan Capital, Y Combinator"
YAP,2021,2014.0,FinTech,Series B,117647.06,378021.75004209800,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,"Jitendra Gupta, Better Capital"
Leap Finance,2021,2015.0,FinTech,Series B,200000.0,304925.0496420350,Bengaluru,Leap Finance is a fintech startup for Indian students pursuing international higher education,Jungle Ventures
BlackSoil NBFC,2021,2020.0,FinTech,Unknown,35294.12,120989.48606655000,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,Unknown
OYO,2021,2021.0,Hospitality,Unknown,2352941.18,4843395.901552110,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Hindustan Media Venture
Max Healthcare,2021,2020.0,HealthCare,Unknown,1647058.82,6325811.730441240,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,2021,2018.0,HealthTech,Pre-series A,23529.41,93786.46582773960,Bengaluru,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,2021,2020.0,EdTech,Seed,4705.88,10659.607360986200,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",Richard Rekhy
Stylework,2021,2015.0,Co-working,Pre-series A,5882.35,21548.0847681524,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Inflection Point Ventures
Kinara Capital,2021,2017.0,FinTech,Unknown,70588.24,165748.40262807100,Bengaluru,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,"GAWA Capital, Gaja Capital"
Riskcovry,2021,2021.0,InsureTech,Series A,58823.53,260872.58912643700,Bengaluru,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Better Capital, Bharat Inclusion Seed Fund"
NODWIN,2021,2021.0,Gaming,Unknown,235294.12,717724.5507044990,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,Krafton
Quizizz,2021,2008.0,EdTech,Series A,147058.82,564240.6310966310,Bengaluru,Quizizz is a Education based startup,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,2021,2015.0,E-commerce,Unknown,235294.12,935558.8591465730,New Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,"CDC Group, Partners Group"
Turtlemint,2021,2017.0,InsureTech,Series D,529411.76,2205168.5373877500,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,Jungle Ventures
Captain Fresh,2021,2016.0,Supply chain platform,Seed,35294.12,101164.74593668800,Bengaluru,Captain Fresh is a freshwater fish and seafood supply chain platform.,"Matrix Partners India, Ankur Capital"
Northern Arc,2021,2021.0,FinTech,Debt,117647.06,273826.4397517220,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,2021,2020.0,Social platform,Seed,9411.76,40965.71695198260,Bengaluru,A platform for creators to build immersive connections with their fans and followers and monetize them.,Angel investors
IGL,2021,2019.0,Gaming,Unknown,5882.35,21270.360119772200,Mumbai,Indian Gaming League is the premier eSports platform in India.,"Hungama, Hindustan Talkies"
AMPM,2021,2018.0,E-commerce,Unknown,2352.94,5578.941143655770,Gurugram,24*7 convenience store,Agility Venture Partners
The ePlane,2021,2019.0,Drone,Seed,11764.71,42406.25638558940,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications","Speciale Invest, Farid Ahsan"
Cashify,2021,2021.0,E-commerce,Unknown,176470.59,809011.2045980190,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Bessemer Venture Partners, CDH Investments"
Bijnis,2021,2014.0,B2B service,Unknown,323398839173535.44,741071959392471.4,New Delhi,Digitizing the Factories of the Unorganised Industries.,"Sequoia Capital India, Matrix Partners India"
Questt,2021,1989.0,EdTech,Seed,11764.71,24481.48657120420,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Chiratae Ventures, AET Fund"
DealShare,2021,1963.0,E-commerce,Debt,35294.12,119763.85727595100,Jaipur,DealShare is a Social Commerce Startup,"Omidyar Network, Falcon Edge Capital"
Euler Motors,2021,2016.0,Automotive,Series A,47058.82,93726.25144381920,New Delhi,Electric Light Commercial Vehicle,"Jetty Ventures, Srinivas Anumolu"
Blume Ventures,2021,2021.0,FinTech,Unknown,470588.24,1275508.611229980,Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,Avendus
KoineArth,2021,2018.0,Blockchain startup,Pre-series A,21176.47,37537.01877362050,Bengaluru,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",YourNest
ImaginXP,2021,2016.0,EdTech,Unknown,17647.06,67576.9438228862,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,Venture Catalysts
Virohan,2021,2017.0,EdTech,Unknown,323398839173535.44,1262038080901197.8,Gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,"National Skill Development Corporation, Rianta Capital"
Apna.co,2021,2018.0,Recruitment,Unknown,147058.82,288695.23871372700,Bengaluru,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,"Sequoia Capital India, Rocketship.vc"
ideaForge,2021,2013.0,Drone,Unknown,23529.41,64553.618388190900,Mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,"Infosys, Qualcomm Ventures"
Clairco,2021,2017.0,CleanTech,Unknown,5882.35,14745.803461541600,Bengaluru,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,"Real Estate Accelerator Program (REAP), AngelList"
Northern Arc,2021,2017.0,FinTech,Debt,588235.29,2136875.688217950,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,"Asian Development Bank, U.S. International Development Finance Corp"
Lenskart,2021,2017.0,Fashion,Unknown,1117647.06,3069565.9513678200,"Faridabad, Haryana",Lenskart is an India-based online shopping portal for eyewear.,"Kohlberg Kravis Roberts, Temasek Holdings"
ParkSmart,2021,2020.0,Automotive,Seed,323398839173535.44,1085001516722695.2,New Delhi,ParkSmart is a parking management application.,"Shireen Rangaswamy, Dilesh Gathani"
Virohan,2021,2017.0,EdTech,Series A,35294.12,87089.20854711750,Gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Rebright Partners, Wadhwani Foundation"
BankSathi,2021,2020.0,FinTech,Seed,2352.94,9826.480405452830,New Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.","Dinesh Godara, Aditya Talwar"
Spark Studio,2021,2017.0,EdTech,Seed,323398839173535.44,1289723526057188.0,Bengaluru,Online courses to build creativity and confidence in children through extra-curricular learning,Better Capital
BlissClub,2021,2020.0,Fashion,Seed,23529.41,111227.1690310130,Bengaluru,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Elevation Capital
BricSpaces,2021,2018.0,Real estate,Pre-seed,4117.65,9033.785899271510,Bengaluru,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Angel investors
ANSR,2021,2015.0,Consulting,Series B,176470.59,347124.40182644800,Bengaluru,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.","Sistema Asia Capital, Evolvence India Fund"
Keito,2021,2020.0,AI company,Seed,323398839173535.44,1249309131441351.5,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises","Rajesh Agarwal, Nandkishore Mundada"
Reccy Adventures,2021,2011.0,Sports startup,Seed,4705.88,19813.800403380100,Gurugram,Reccy Adventures is an adventure sports startup.,"Kallol Banerjee, Jaydeep Barman"
Magenta EV,2021,2016.0,Renewable Energy,Series A,176470.59,520161.1500543610,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,"JITO Angel Network, LetsVenture"
Karbon Card,2021,2017.0,FinTech,Pre-series A,11764.71,38648.90253054990,Bengaluru,Karbon Card is a financial platform for Indian entrepreneurs.,"MyAsia VC, Orios Venture Partners"
Wysa,2021,2021.0,AI company,Series A,58823.53,156852.47011292900,Bengaluru,Wysa is an AI conversational agent that has been shown to help improve mental health,"W Health Ventures, Pi Ventures"
Agnikul,2021,2016.0,SpaceTech,Series A,129411.76,390050.53014655900,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Artha India Ventures, Sriram Krishnan"
LegalPay,2021,2021.0,FinTech,Seed,323398839173535.44,890090030263031.2,New Delhi,A trusted financial partner for advocates and corporate.,9Unicorns
Glamplus,2021,2016.0,SaaS startup,Pre-series A,2352.94,4644.260602103650,Bengaluru,India's #1 SaaS based Salon experience Software,Inflection Point Ventures
Tekie,2021,2016.0,EdTech,Seed,17647.06,62264.758223488600,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","GSV, Multiply Ventures"
Asirvad Microfinance,2021,2011.0,FinTech,Unknown,176470.59,413256.78959105200,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,"WorldBusiness Capital, Northern Arc"
Avalon Labs,2021,2016.0,FinTech,Pre-series A,323398839173535.44,632386821827751.1,Bengaluru,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.","Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf.ai,2021,2016.0,Matrimony,Pre-series A,35294.12,136113.13886236800,Bengaluru,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Y Combinator, Rehan A Khan"
Koo,2021,2018.0,Social Media,Series B,352941.18,718578.4447794770,Bengaluru,Koo App operates as a microblogging app.,"Balaji Srinivasan, Naval Ravikant"
Rezo.ai,2021,2020.0,AI startup,Seed,323398839173535.44,624127240118478.9,Noida,Conversational AI platform - Innovate the way you communicate,"Devesh Sachdev, Bhavesh Manglani"
Mentoria,2021,2014.0,EdTech,Pre-series A,2352.94,5023.209440625540,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,2021,2017.0,Human Resources,Seed,21176.47,74191.71912598920,Bengaluru,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Varun Alagh, Harish Daiya"
Clensta,2021,2020.0,BioTechnology,Unknown,7058.82,23563.989857696600,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,"IAN Fund, World Startup Factory"
FarMart,2021,2020.0,AgriTech,Pre-series A,282352.94,770328.1384680300,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Omidyar Network India, Avaana Capital"
Kodo Card,2021,2020.0,FinTech,Seed,94117.65,150682.0295882850,Mumbai,Kodo card is a corporate card for new economy businesses in India.,"Brex, Y-Combinator"
Polygon,2021,2020.0,Crypto,Unknown,323398839173535.44,779660318163788.9,Mumbai,Polygon is a blockchain scalability platform.,"Mark Cuban, MiH Ventures"
Get My Parking,2021,2016.0,Mobility,Unknown,70588.24,307012.5813559520,New Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.","IvyCap Ventures, IAN Fund"
Cellestial,2021,2016.0,Electronics,Pre-series A,5882.35,8834.16885890358,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,"Gurj Aujla, Ashik K"
FanCode,2021,2012.0,Sports startup,Unknown,588235.29,1845288.7475826100,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Dream Sports
